Product Name,Details,Product Category,Reference,Related Products
 Avocado Slicer ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Avocado Slicer &nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72032 </div>,Kitchen Gadgets ,IMU-72032 ,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Nylon Bean Masher ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Nylon Bean Masher &nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72033 </div>,Kitchen Gadgets ,IMU-72033 ,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Nylon Slotted Turner,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Nylon Slotted Turner&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72034</div>,Kitchen Gadgets ,IMU-72034,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Nylon Slotted Spoon,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Nylon Slotted Spoon&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72035</div>,Kitchen Gadgets ,IMU-72035,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Nylon Skimmer,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Nylon Skimmer&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72036</div>,Kitchen Gadgets ,IMU-72036,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Nylon Ladle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Nylon Ladle&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72037</div>,Kitchen Gadgets ,IMU-72037,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Nylon Solid Spoon,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Nylon Solid Spoon&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72038</div>,Kitchen Gadgets ,IMU-72038,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Nylon Spaghetti Server,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Nylon Spaghetti Server&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72039</div>,Kitchen Gadgets ,IMU-72039,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Nylon Whisk ,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Nylon Whisk &nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72040 </div>,Kitchen Gadgets ,IMU-72040 ,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Other Nylon Tools</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Ice Cream Scoop,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Ice Cream Scoop&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72041</div>,Kitchen Gadgets ,IMU-72041,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Bottle Opener</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Can Opener,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Can Opener&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Can Opener,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Can Opener&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72042</div>,Kitchen Gadgets ,IMU-72042,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Spaghetti Server</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Cheese Slicer,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Cheese Slicer&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Bottle Opener,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Bottle Opener&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Pizza Wheel,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Pizza Wheel&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72043</div>,Kitchen Gadgets ,IMU-72043,
Stainless Steel Accents,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Stainless Steel Accents&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Ergonomic Handle,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Ergonomic Handle&nbsp;<strong>Product Details</strong><div class="prod-det">Garlic Press</div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
Cheese Slicer,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1]Cheese Slicer&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="" image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref"></div>,,,
 Garlic Press,<img class="alignnone size-full" title="coffee" src="#PhotoURL#" alt="" width="440" height="330" />[tabs tab1="Description" tab2="Recipes" tab3="Use &amp; Care"][tab id=1] Garlic Press&nbsp;<strong>Product Details</strong><div class="prod-det"></div>[/tab][tab id=2][display-posts tag="Kitchen Gadgets " image_size="thumbnail"][/tab][tab id=3][/tab][/tabs]<div class="product-ref">IMU-72044</div>,Kitchen Gadgets ,IMU-72044,
